Year,Sport,Discipline,Gender,Event,Country,Medal
1976,Skating,Speed skating,Women,3000M,GDR,Silver
1976,Skating,Speed skating,Men,5000M,NED,Bronze
1976,Skating,Speed skating,Men,5000M,NOR,Gold
1976,Skating,Speed skating,Men,5000M,NED,Silver
1976,Skating,Speed skating,Men,500M,USA,Bronze
1976,Skating,Speed skating,Men,500M,URS,Gold
1976,Skating,Speed skating,Men,500M,URS,Silver
1976,Skating,Speed skating,Women,500M,URS,Bronze
1976,Skating,Speed skating,Women,500M,USA,Gold
1976,Skating,Speed skating,Women,500M,CAN,Silver
1976,Skiing,Alpine Skiing,Men,Downhill,ITA,Bronze
1976,Skiing,Alpine Skiing,Men,Downhill,AUT,Gold
1976,Skiing,Alpine Skiing,Men,Downhill,SUI,Silver
1976,Skiing,Alpine Skiing,Women,Downhill,USA,Bronze
1976,Skiing,Alpine Skiing,Women,Downhill,FRG,Gold
1976,Skiing,Alpine Skiing,Women,Downhill,AUT,Silver
1976,Skiing,Alpine Skiing,Men,Giant Slalom,SWE,Bronze
1976,Skiing,Alpine Skiing,Men,Giant Slalom,SUI,Gold
1976,Skiing,Alpine Skiing,Men,Giant Slalom,SUI,Silver
1976,Skiing,Alpine Skiing,Women,Giant Slalom,FRA,Bronze
1976,Skiing,Alpine Skiing,Women,Giant Slalom,CAN,Gold
1976,Skiing,Alpine Skiing,Women,Giant Slalom,FRG,Silver
1976,Skiing,Alpine Skiing,Men,Slalom,LIE,Bronze
1976,Skiing,Alpine Skiing,Men,Slalom,ITA,Gold
1976,Skiing,Alpine Skiing,Men,Slalom,ITA,Silver
1976,Skiing,Alpine Skiing,Women,Slalom,LIE,Bronze
1976,Skiing,Alpine Skiing,Women,Slalom,FRG,Gold
1976,Skiing,Alpine Skiing,Women,Slalom,ITA,Silver
1976,Skiing,Cross Country Skiing,Women,10KM,URS,Bronze
1976,Skiing,Cross Country Skiing,Women,10KM,URS,Gold
1976,Skiing,Cross Country Skiing,Women,10KM,FIN,Silver
1976,Skiing,Cross Country Skiing,Men,15KM,FIN,Bronze
1976,Skiing,Cross Country Skiing,Men,15KM,URS,Gold
1976,Skiing,Cross Country Skiing,Men,15KM,URS,Silver
1976,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Bronze
1976,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Gold
1976,Skiing,Cross Country Skiing,Men,30KM Mass Start,USA,Silver
1976,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Bronze
1976,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Gold
1976,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Silver
1976,Skiing,Cross Country Skiing,Women,4X5KM Relay,GDR,Bronze
1976,Skiing,Cross Country Skiing,Women,4X5KM Relay,URS,Gold
1976,Skiing,Cross Country Skiing,Women,4X5KM Relay,FIN,Silver
1976,Skiing,Cross Country Skiing,Men,50KM,SWE,Bronze
1976,Skiing,Cross Country Skiing,Men,50KM,NOR,Gold
1976,Skiing,Cross Country Skiing,Men,50KM,GDR,Silver
1976,Skiing,Cross Country Skiing,Women,5KM,URS,Bronze
1976,Skiing,Cross Country Skiing,Women,5KM,FIN,Gold
1976,Skiing,Cross Country Skiing,Women,5KM,URS,Silver
1976,Skiing,Nordic Combined,Men,Individual,GDR,Bronze
1976,Skiing,Nordic Combined,Men,Individual,GDR,Gold
1976,Skiing,Nordic Combined,Men,Individual,FRG,Silver
1976,Skiing,Ski Jumping,Men,K120 Individual (90M),GDR,Bronze
1976,Skiing,Ski Jumping,Men,K120 Individual (90M),AUT,Gold
1976,Skiing,Ski Jumping,Men,K120 Individual (90M),AUT,Silver
1976,Skiing,Ski Jumping,Men,K90 Individual (70M),AUT,Bronze
1976,Skiing,Ski Jumping,Men,K90 Individual (70M),GDR,Gold
1976,Skiing,Ski Jumping,Men,K90 Individual (70M),GDR,Silver
1980,Biathlon,Biathlon,Men,10KM,URS,Bronze
1980,Biathlon,Biathlon,Men,10KM,GDR,Gold
1980,Biathlon,Biathlon,Men,10KM,URS,Silver
1980,Biathlon,Biathlon,Men,20KM,GDR,Bronze
1980,Biathlon,Biathlon,Men,20KM,URS,Gold
1980,Biathlon,Biathlon,Men,20KM,GDR,Silver
1980,Biathlon,Biathlon,Men,4X7.5KM Relay,FRG,Bronze
1980,Biathlon,Biathlon,Men,4X7.5KM Relay,URS,Gold
1980,Biathlon,Biathlon,Men,4X7.5KM Relay,GDR,Silver
1980,Bobsleigh,Bobsleigh,Men,Four-Man,GDR,Bronze
1980,Bobsleigh,Bobsleigh,Men,Four-Man,GDR,Gold
1980,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Silver
1980,Bobsleigh,Bobsleigh,Men,Two-Man,GDR,Bronze
1980,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Gold
1980,Bobsleigh,Bobsleigh,Men,Two-Man,GDR,Silver
1980,Ice Hockey,Ice Hockey,Men,Ice Hockey,SWE,Bronze
1980,Ice Hockey,Ice Hockey,Men,Ice Hockey,USA,Gold
1980,Ice Hockey,Ice Hockey,Men,Ice Hockey,URS,Silver
1980,Luge,Luge,Men,Doubles,AUT,Bronze
1980,Luge,Luge,Men,Doubles,GDR,Gold
1980,Luge,Luge,Men,Doubles,ITA,Silver
1980,Luge,Luge,Men,Singles,FRG,Bronze
1980,Luge,Luge,Men,Singles,GDR,Gold
1980,Luge,Luge,Men,Singles,ITA,Silver
1980,Luge,Luge,Women,Singles,URS,Bronze
1980,Luge,Luge,Women,Singles,URS,Gold
1980,Luge,Luge,Women,Singles,GDR,Silver
1980,Skating,Figure skating,Men,Ice Dancing,URS,Bronze
1980,Skating,Figure skating,Men,Ice Dancing,URS,Gold
1980,Skating,Figure skating,Men,Ice Dancing,HUN,Silver
1980,Skating,Figure skating,Women,Ice Dancing,URS,Bronze
1980,Skating,Figure skating,Women,Ice Dancing,URS,Gold
1980,Skating,Figure skating,Women,Ice Dancing,HUN,Silver
1980,Skating,Figure skating,Men,Individual,USA,Bronze
1980,Skating,Figure skating,Men,Individual,GBR,Gold
1980,Skating,Figure skating,Men,Individual,GDR,Silver
1980,Skating,Figure skating,Women,Individual,FRG,Bronze
1980,Skating,Figure skating,Women,Individual,GDR,Gold
1980,Skating,Figure skating,Women,Individual,USA,Silver
1980,Skating,Figure skating,Men,Pairs,GDR,Bronze
1980,Skating,Figure skating,Men,Pairs,URS,Gold
1980,Skating,Figure skating,Men,Pairs,URS,Silver
1980,Skating,Figure skating,Women,Pairs,GDR,Bronze
1980,Skating,Figure skating,Women,Pairs,URS,Gold
1980,Skating,Figure skating,Women,Pairs,URS,Silver
1980,Skating,Speed skating,Men,10000M,NOR,Bronze
1980,Skating,Speed skating,Men,10000M,USA,Gold
1980,Skating,Speed skating,Men,10000M,NED,Silver
1980,Skating,Speed skating,Men,1000M,NOR,Bronze
1980,Skating,Speed skating,Men,1000M,URS,Bronze
1980,Skating,Speed skating,Men,1000M,USA,Gold
1980,Skating,Speed skating,Men,1000M,CAN,Silver
1980,Skating,Speed skating,Women,1000M,GDR,Bronze
1980,Skating,Speed skating,Women,1000M,URS,Gold
1980,Skating,Speed skating,Women,1000M,USA,Silver
1980,Skating,Speed skating,Men,1500M,NOR,Bronze
1980,Skating,Speed skating,Men,1500M,USA,Gold
1980,Skating,Speed skating,Men,1500M,NOR,Silver
1980,Skating,Speed skating,Women,1500M,GDR,Bronze
1980,Skating,Speed skating,Women,1500M,NED,Gold
1980,Skating,Speed skating,Women,1500M,NED,Silver
1980,Skating,Speed skating,Women,3000M,USA,Bronze
1980,Skating,Speed skating,Women,3000M,NOR,Gold
1980,Skating,Speed skating,Women,3000M,GDR,Silver
1980,Skating,Speed skating,Men,5000M,NOR,Bronze
1980,Skating,Speed skating,Men,5000M,USA,Gold
1980,Skating,Speed skating,Men,5000M,NOR,Silver
1980,Skating,Speed skating,Men,500M,NED,Bronze
1980,Skating,Speed skating,Men,500M,USA,Gold
1980,Skating,Speed skating,Men,500M,URS,Silver
1980,Skating,Speed skating,Women,500M,URS,Bronze
1980,Skating,Speed skating,Women,500M,GDR,Gold
1980,Skating,Speed skating,Women,500M,USA,Silver
1980,Skiing,Alpine Skiing,Men,Downhill,CAN,Bronze
1980,Skiing,Alpine Skiing,Men,Downhill,AUT,Gold
1980,Skiing,Alpine Skiing,Men,Downhill,AUT,Silver
1980,Skiing,Alpine Skiing,Women,Downhill,SUI,Bronze
1980,Skiing,Alpine Skiing,Women,Downhill,AUT,Gold
1980,Skiing,Alpine Skiing,Women,Downhill,LIE,Silver
1980,Skiing,Alpine Skiing,Men,Giant Slalom,AUT,Bronze
1980,Skiing,Alpine Skiing,Men,Giant Slalom,SWE,Gold
1980,Skiing,Alpine Skiing,Men,Giant Slalom,LIE,Silver
1980,Skiing,Alpine Skiing,Women,Giant Slalom,FRA,Bronze
1980,Skiing,Alpine Skiing,Women,Giant Slalom,LIE,Gold
1980,Skiing,Alpine Skiing,Women,Giant Slalom,FRG,Silver
1980,Skiing,Alpine Skiing,Men,Slalom,SUI,Bronze
1980,Skiing,Alpine Skiing,Men,Slalom,SWE,Gold
1980,Skiing,Alpine Skiing,Men,Slalom,USA,Silver
1980,Skiing,Alpine Skiing,Women,Slalom,SUI,Bronze
1980,Skiing,Alpine Skiing,Women,Slalom,LIE,Gold
1980,Skiing,Alpine Skiing,Women,Slalom,FRG,Silver
1980,Skiing,Cross Country Skiing,Women,10KM,FIN,Bronze
1980,Skiing,Cross Country Skiing,Women,10KM,GDR,Gold
1980,Skiing,Cross Country Skiing,Women,10KM,FIN,Silver
1980,Skiing,Cross Country Skiing,Men,15KM,NOR,Bronze
1980,Skiing,Cross Country Skiing,Men,15KM,SWE,Gold
1980,Skiing,Cross Country Skiing,Men,15KM,FIN,Silver
1980,Skiing,Cross Country Skiing,Men,30KM Mass Start,BUL,Bronze
1980,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Gold
1980,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Silver
1980,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Bronze
1980,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Gold
1980,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Silver
1980,Skiing,Cross Country Skiing,Women,4X5KM Relay,NOR,Bronze
1980,Skiing,Cross Country Skiing,Women,4X5KM Relay,GDR,Gold
1980,Skiing,Cross Country Skiing,Women,4X5KM Relay,URS,Silver
1980,Skiing,Cross Country Skiing,Men,50KM,URS,Bronze
1980,Skiing,Cross Country Skiing,Men,50KM,URS,Gold
1980,Skiing,Cross Country Skiing,Men,50KM,FIN,Silver
1980,Skiing,Cross Country Skiing,Women,5KM,TCH,Bronze
1980,Skiing,Cross Country Skiing,Women,5KM,URS,Gold
1980,Skiing,Cross Country Skiing,Women,5KM,FIN,Silver
1980,Skiing,Nordic Combined,Men,Individual,GDR,Bronze
1980,Skiing,Nordic Combined,Men,Individual,GDR,Gold
1980,Skiing,Nordic Combined,Men,Individual,FIN,Silver
1980,Skiing,Ski Jumping,Men,K120 Individual (90M),FIN,Bronze
1980,Skiing,Ski Jumping,Men,K120 Individual (90M),FIN,Gold
1980,Skiing,Ski Jumping,Men,K120 Individual (90M),AUT,Silver
1980,Skiing,Ski Jumping,Men,K90 Individual (70M),AUT,Gold
1980,Skiing,Ski Jumping,Men,K90 Individual (70M),GDR,Silver
1980,Skiing,Ski Jumping,Men,K90 Individual (70M),JPN,Silver
1984,Biathlon,Biathlon,Men,10KM,GDR,Bronze
1984,Biathlon,Biathlon,Men,10KM,NOR,Gold
1984,Biathlon,Biathlon,Men,10KM,FRG,Silver
1984,Biathlon,Biathlon,Men,20KM,NOR,Bronze
1984,Biathlon,Biathlon,Men,20KM,FRG,Gold
1984,Biathlon,Biathlon,Men,20KM,GDR,Silver
1984,Biathlon,Biathlon,Men,4X7.5KM Relay,FRG,Bronze
1984,Biathlon,Biathlon,Men,4X7.5KM Relay,URS,Gold
1984,Biathlon,Biathlon,Men,4X7.5KM Relay,NOR,Silver
1984,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Bronze
1984,Bobsleigh,Bobsleigh,Men,Four-Man,GDR,Gold
1984,Bobsleigh,Bobsleigh,Men,Four-Man,GDR,Silver
1984,Bobsleigh,Bobsleigh,Men,Two-Man,URS,Bronze
1984,Bobsleigh,Bobsleigh,Men,Two-Man,GDR,Gold
1984,Bobsleigh,Bobsleigh,Men,Two-Man,GDR,Silver
1984,Ice Hockey,Ice Hockey,Men,Ice Hockey,SWE,Bronze
1984,Ice Hockey,Ice Hockey,Men,Ice Hockey,URS,Gold
1984,Ice Hockey,Ice Hockey,Men,Ice Hockey,TCH,Silver
1984,Luge,Luge,Men,Doubles,GDR,Bronze
1984,Luge,Luge,Men,Doubles,FRG,Gold
1984,Luge,Luge,Men,Doubles,URS,Silver
1984,Luge,Luge,Men,Singles,URS,Bronze
1984,Luge,Luge,Men,Singles,ITA,Gold
1984,Luge,Luge,Men,Singles,URS,Silver
1984,Luge,Luge,Women,Singles,GDR,Bronze
1984,Luge,Luge,Women,Singles,GDR,Gold
1984,Luge,Luge,Women,Singles,GDR,Silver
1984,Skating,Figure skating,Men,Ice Dancing,URS,Bronze
1984,Skating,Figure skating,Men,Ice Dancing,GBR,Gold
1984,Skating,Figure skating,Men,Ice Dancing,URS,Silver
1984,Skating,Figure skating,Women,Ice Dancing,URS,Bronze
1984,Skating,Figure skating,Women,Ice Dancing,GBR,Gold
1984,Skating,Figure skating,Women,Ice Dancing,URS,Silver
1984,Skating,Figure skating,Men,Individual,TCH,Bronze
1984,Skating,Figure skating,Men,Individual,USA,Gold
1984,Skating,Figure skating,Men,Individual,CAN,Silver
1984,Skating,Figure skating,Women,Individual,URS,Bronze
1984,Skating,Figure skating,Women,Individual,GDR,Gold
1984,Skating,Figure skating,Women,Individual,USA,Silver
1984,Skating,Figure skating,Men,Pairs,URS,Bronze
1984,Skating,Figure skating,Men,Pairs,URS,Gold
1984,Skating,Figure skating,Men,Pairs,USA,Silver
1984,Skating,Figure skating,Women,Pairs,URS,Bronze
1984,Skating,Figure skating,Women,Pairs,URS,Gold
1984,Skating,Figure skating,Women,Pairs,USA,Silver
1984,Skating,Speed skating,Men,10000M,GDR,Bronze
1984,Skating,Speed skating,Men,10000M,URS,Gold
1984,Skating,Speed skating,Men,10000M,SWE,Silver
1984,Skating,Speed skating,Men,1000M,NOR,Bronze
1984,Skating,Speed skating,Men,1000M,CAN,Gold
1984,Skating,Speed skating,Men,1000M,URS,Silver
1984,Skating,Speed skating,Women,1000M,URS,Bronze
1984,Skating,Speed skating,Women,1000M,GDR,Gold
1984,Skating,Speed skating,Women,1000M,GDR,Silver
1984,Skating,Speed skating,Men,1500M,URS,Bronze
1984,Skating,Speed skating,Men,1500M,CAN,Gold
1984,Skating,Speed skating,Men,1500M,URS,Silver
1984,Skating,Speed skating,Women,1500M,URS,Bronze
1984,Skating,Speed skating,Women,1500M,GDR,Gold
1984,Skating,Speed skating,Women,1500M,GDR,Silver
1984,Skating,Speed skating,Women,3000M,GDR,Bronze
1984,Skating,Speed skating,Women,3000M,GDR,Gold
1984,Skating,Speed skating,Women,3000M,GDR,Silver
1984,Skating,Speed skating,Men,5000M,GDR,Bronze
1984,Skating,Speed skating,Men,5000M,SWE,Gold
1984,Skating,Speed skating,Men,5000M,URS,Silver
1984,Skating,Speed skating,Men,500M,CAN,Bronze
1984,Skating,Speed skating,Men,500M,URS,Gold
1984,Skating,Speed skating,Men,500M,JPN,Silver
1984,Skating,Speed skating,Women,500M,URS,Bronze
1984,Skating,Speed skating,Women,500M,GDR,Gold
1984,Skating,Speed skating,Women,500M,GDR,Silver
1984,Skiing,Alpine Skiing,Men,Downhill,AUT,Bronze
1984,Skiing,Alpine Skiing,Men,Downhill,USA,Gold
1984,Skiing,Alpine Skiing,Men,Downhill,SUI,Silver
1984,Skiing,Alpine Skiing,Women,Downhill,TCH,Bronze
1984,Skiing,Alpine Skiing,Women,Downhill,SUI,Gold
1984,Skiing,Alpine Skiing,Women,Downhill,SUI,Silver
1984,Skiing,Alpine Skiing,Men,Giant Slalom,LIE,Bronze
1984,Skiing,Alpine Skiing,Men,Giant Slalom,SUI,Gold
1984,Skiing,Alpine Skiing,Men,Giant Slalom,YUG,Silver
1984,Skiing,Alpine Skiing,Women,Giant Slalom,FRA,Bronze
1984,Skiing,Alpine Skiing,Women,Giant Slalom,USA,Gold
1984,Skiing,Alpine Skiing,Women,Giant Slalom,USA,Silver
1984,Skiing,Alpine Skiing,Men,Slalom,FRA,Bronze
1984,Skiing,Alpine Skiing,Men,Slalom,USA,Gold
1984,Skiing,Alpine Skiing,Men,Slalom,USA,Silver
1984,Skiing,Alpine Skiing,Women,Slalom,LIE,Bronze
1984,Skiing,Alpine Skiing,Women,Slalom,ITA,Gold
1984,Skiing,Alpine Skiing,Women,Slalom,FRA,Silver
1984,Skiing,Cross Country Skiing,Women,10KM,NOR,Bronze
1984,Skiing,Cross Country Skiing,Women,10KM,FIN,Gold
1984,Skiing,Cross Country Skiing,Women,10KM,URS,Silver
1984,Skiing,Cross Country Skiing,Men,15KM,FIN,Bronze
1984,Skiing,Cross Country Skiing,Men,15KM,SWE,Gold
1984,Skiing,Cross Country Skiing,Men,15KM,FIN,Silver
1984,Skiing,Cross Country Skiing,Women,20KM,NOR,Bronze
1984,Skiing,Cross Country Skiing,Women,20KM,FIN,Gold
1984,Skiing,Cross Country Skiing,Women,20KM,URS,Silver
1984,Skiing,Cross Country Skiing,Men,30KM Mass Start,SWE,Bronze
1984,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Gold
1984,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Silver
1984,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Bronze
1984,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Gold
1984,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Silver
1984,Skiing,Cross Country Skiing,Women,4X5KM Relay,FIN,Bronze
1984,Skiing,Cross Country Skiing,Women,4X5KM Relay,NOR,Gold
1984,Skiing,Cross Country Skiing,Women,4X5KM Relay,TCH,Silver
1984,Skiing,Cross Country Skiing,Men,50KM,FIN,Bronze
1984,Skiing,Cross Country Skiing,Men,50KM,SWE,Gold
1984,Skiing,Cross Country Skiing,Men,50KM,SWE,Silver
1984,Skiing,Cross Country Skiing,Women,5KM,TCH,Bronze
1984,Skiing,Cross Country Skiing,Women,5KM,FIN,Gold
1984,Skiing,Cross Country Skiing,Women,5KM,NOR,Silver
1984,Skiing,Nordic Combined,Men,Individual,FIN,Bronze
1984,Skiing,Nordic Combined,Men,Individual,NOR,Gold
1984,Skiing,Nordic Combined,Men,Individual,FIN,Silver
1984,Skiing,Ski Jumping,Men,K120 Individual (90M),TCH,Bronze
1984,Skiing,Ski Jumping,Men,K120 Individual (90M),FIN,Gold
1984,Skiing,Ski Jumping,Men,K120 Individual (90M),GDR,Silver
1984,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Bronze
1984,Skiing,Ski Jumping,Men,K90 Individual (70M),GDR,Gold
1984,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Silver
1988,Biathlon,Biathlon,Men,10KM,URS,Bronze
1988,Biathlon,Biathlon,Men,10KM,GDR,Gold
1988,Biathlon,Biathlon,Men,10KM,URS,Silver
1988,Biathlon,Biathlon,Men,20KM,ITA,Bronze
1988,Biathlon,Biathlon,Men,20KM,GDR,Gold
1988,Biathlon,Biathlon,Men,20KM,URS,Silver
1988,Biathlon,Biathlon,Men,4X7.5KM Relay,ITA,Bronze
1988,Biathlon,Biathlon,Men,4X7.5KM Relay,URS,Gold
1988,Biathlon,Biathlon,Men,4X7.5KM Relay,FRG,Silver
1988,Bobsleigh,Bobsleigh,Men,Four-Man,URS,Bronze
1988,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Gold
1988,Bobsleigh,Bobsleigh,Men,Four-Man,GDR,Silver
1988,Bobsleigh,Bobsleigh,Men,Two-Man,GDR,Bronze
1988,Bobsleigh,Bobsleigh,Men,Two-Man,URS,Gold
1988,Bobsleigh,Bobsleigh,Men,Two-Man,GDR,Silver
1988,Ice Hockey,Ice Hockey,Men,Ice Hockey,SWE,Bronze
1988,Ice Hockey,Ice Hockey,Men,Ice Hockey,URS,Gold
1988,Ice Hockey,Ice Hockey,Men,Ice Hockey,FIN,Silver
1988,Luge,Luge,Men,Doubles,FRG,Bronze
1988,Luge,Luge,Men,Doubles,GDR,Gold
1988,Luge,Luge,Men,Doubles,GDR,Silver
1988,Luge,Luge,Men,Singles,URS,Bronze
1988,Luge,Luge,Men,Singles,GDR,Gold
1988,Luge,Luge,Men,Singles,FRG,Silver
1988,Luge,Luge,Women,Singles,GDR,Bronze
1988,Luge,Luge,Women,Singles,GDR,Gold
1988,Luge,Luge,Women,Singles,GDR,Silver
1988,Skating,Figure skating,Men,Ice Dancing,CAN,Bronze
1988,Skating,Figure skating,Men,Ice Dancing,URS,Gold
1988,Skating,Figure skating,Men,Ice Dancing,URS,Silver
1988,Skating,Figure skating,Women,Ice Dancing,CAN,Bronze
1988,Skating,Figure skating,Women,Ice Dancing,URS,Gold
1988,Skating,Figure skating,Women,Ice Dancing,URS,Silver
1988,Skating,Figure skating,Men,Individual,URS,Bronze
1988,Skating,Figure skating,Men,Individual,USA,Gold
1988,Skating,Figure skating,Men,Individual,CAN,Silver
1988,Skating,Figure skating,Women,Individual,USA,Bronze
1988,Skating,Figure skating,Women,Individual,GDR,Gold
1988,Skating,Figure skating,Women,Individual,CAN,Silver
1988,Skating,Figure skating,Men,Pairs,USA,Bronze
1988,Skating,Figure skating,Men,Pairs,URS,Gold
1988,Skating,Figure skating,Men,Pairs,URS,Silver
1988,Skating,Figure skating,Women,Pairs,USA,Bronze
1988,Skating,Figure skating,Women,Pairs,URS,Gold
1988,Skating,Figure skating,Women,Pairs,URS,Silver
1988,Skating,Speed skating,Men,10000M,NED,Bronze
1988,Skating,Speed skating,Men,10000M,SWE,Gold
1988,Skating,Speed skating,Men,10000M,AUT,Silver
1988,Skating,Speed skating,Men,1000M,URS,Bronze
1988,Skating,Speed skating,Men,1000M,URS,Gold
1988,Skating,Speed skating,Men,1000M,GDR,Silver
1988,Skating,Speed skating,Women,1000M,USA,Bronze
1988,Skating,Speed skating,Women,1000M,GDR,Gold
1988,Skating,Speed skating,Women,1000M,GDR,Silver
1988,Skating,Speed skating,Men,1500M,AUT,Bronze
1988,Skating,Speed skating,Men,1500M,GDR,Gold
1988,Skating,Speed skating,Men,1500M,USA,Silver
1988,Skating,Speed skating,Women,1500M,GDR,Bronze
1988,Skating,Speed skating,Women,1500M,NED,Gold
1988,Skating,Speed skating,Women,1500M,GDR,Silver
1988,Skating,Speed skating,Women,3000M,GDR,Bronze
1988,Skating,Speed skating,Women,3000M,NED,Gold
1988,Skating,Speed skating,Women,3000M,GDR,Silver
1988,Skating,Speed skating,Men,5000M,NED,Bronze
1988,Skating,Speed skating,Men,5000M,SWE,Gold
1988,Skating,Speed skating,Men,5000M,NED,Silver
1988,Skating,Speed skating,Women,5000M,GDR,Bronze
1988,Skating,Speed skating,Women,5000M,NED,Gold
1988,Skating,Speed skating,Women,5000M,GDR,Silver
1988,Skating,Speed skating,Men,500M,JPN,Bronze
1988,Skating,Speed skating,Men,500M,GDR,Gold
1988,Skating,Speed skating,Men,500M,NED,Silver
1988,Skating,Speed skating,Women,500M,GDR,Bronze
1988,Skating,Speed skating,Women,500M,USA,Gold
1988,Skating,Speed skating,Women,500M,GDR,Silver
1988,Skiing,Alpine Skiing,Men,Alpine Combined,SUI,Bronze
1988,Skiing,Alpine Skiing,Men,Alpine Combined,AUT,Gold
1988,Skiing,Alpine Skiing,Men,Alpine Combined,AUT,Silver
1988,Skiing,Alpine Skiing,Women,Alpine Combined,SUI,Bronze
1988,Skiing,Alpine Skiing,Women,Alpine Combined,AUT,Gold
1988,Skiing,Alpine Skiing,Women,Alpine Combined,SUI,Silver
1988,Skiing,Alpine Skiing,Men,Downhill,FRA,Bronze
1988,Skiing,Alpine Skiing,Men,Downhill,SUI,Gold
1988,Skiing,Alpine Skiing,Men,Downhill,SUI,Silver
1988,Skiing,Alpine Skiing,Women,Downhill,CAN,Bronze
1988,Skiing,Alpine Skiing,Women,Downhill,FRG,Gold
1988,Skiing,Alpine Skiing,Women,Downhill,SUI,Silver
1988,Skiing,Alpine Skiing,Men,Giant Slalom,SUI,Bronze
1988,Skiing,Alpine Skiing,Men,Giant Slalom,ITA,Gold
1988,Skiing,Alpine Skiing,Men,Giant Slalom,AUT,Silver
1988,Skiing,Alpine Skiing,Women,Giant Slalom,SUI,Bronze
1988,Skiing,Alpine Skiing,Women,Giant Slalom,SUI,Gold
1988,Skiing,Alpine Skiing,Women,Giant Slalom,FRG,Silver
1988,Skiing,Alpine Skiing,Men,Slalom,LIE,Bronze
1988,Skiing,Alpine Skiing,Men,Slalom,ITA,Gold
1988,Skiing,Alpine Skiing,Men,Slalom,FRG,Silver
1988,Skiing,Alpine Skiing,Women,Slalom,FRG,Bronze
1988,Skiing,Alpine Skiing,Women,Slalom,SUI,Gold
1988,Skiing,Alpine Skiing,Women,Slalom,YUG,Silver
1988,Skiing,Alpine Skiing,Men,Super-G,SWE,Bronze
1988,Skiing,Alpine Skiing,Men,Super-G,FRA,Gold
1988,Skiing,Alpine Skiing,Men,Super-G,AUT,Silver
1988,Skiing,Alpine Skiing,Women,Super-G,CAN,Bronze
1988,Skiing,Alpine Skiing,Women,Super-G,AUT,Gold
1988,Skiing,Alpine Skiing,Women,Super-G,SUI,Silver
1988,Skiing,Cross Country Skiing,Women,10KM,FIN,Bronze
1988,Skiing,Cross Country Skiing,Women,10KM,URS,Gold
1988,Skiing,Cross Country Skiing,Women,10KM,URS,Silver
1988,Skiing,Cross Country Skiing,Men,15KM,URS,Bronze
1988,Skiing,Cross Country Skiing,Men,15KM,URS,Gold
1988,Skiing,Cross Country Skiing,Men,15KM,NOR,Silver
1988,Skiing,Cross Country Skiing,Women,20KM,URS,Bronze
1988,Skiing,Cross Country Skiing,Women,20KM,URS,Gold
1988,Skiing,Cross Country Skiing,Women,20KM,URS,Silver
1988,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Bronze
1988,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Gold
1988,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Silver
1988,Skiing,Cross Country Skiing,Men,4X10KM Relay,TCH,Bronze
1988,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Gold
1988,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Silver
1988,Skiing,Cross Country Skiing,Women,4X5KM Relay,FIN,Bronze
1988,Skiing,Cross Country Skiing,Women,4X5KM Relay,URS,Gold
1988,Skiing,Cross Country Skiing,Women,4X5KM Relay,NOR,Silver
1988,Skiing,Cross Country Skiing,Men,50KM,SUI,Bronze
1988,Skiing,Cross Country Skiing,Men,50KM,SWE,Gold
1988,Skiing,Cross Country Skiing,Men,50KM,ITA,Silver
1988,Skiing,Cross Country Skiing,Women,5KM,URS,Bronze
1988,Skiing,Cross Country Skiing,Women,5KM,FIN,Gold
1988,Skiing,Cross Country Skiing,Women,5KM,URS,Silver
1988,Skiing,Nordic Combined,Men,Individual,URS,Bronze
1988,Skiing,Nordic Combined,Men,Individual,SUI,Gold
1988,Skiing,Nordic Combined,Men,Individual,AUT,Silver
1988,Skiing,Nordic Combined,Men,Team,AUT,Bronze
1988,Skiing,Nordic Combined,Men,Team,FRG,Gold
1988,Skiing,Nordic Combined,Men,Team,SUI,Silver
