Year,Sport,Discipline,Gender,Event,Country,Medal,,Individual Medal Breakdown,,,Total Metal Breakdown,
1936,Skiing,Cross Country Skiing,Men,50KM,SWE,Bronze,,,,,URS,
1948,Skiing,Cross Country Skiing,Men,50KM,FIN,Bronze,,,,,SUI,
1952,Skiing,Cross Country Skiing,Men,50KM,NOR,Bronze,,,,,ITA,
1956,Skiing,Cross Country Skiing,Men,50KM,URS,Bronze,,,,,AUT,
1960,Skiing,Cross Country Skiing,Men,50KM,SWE,Bronze,,,,,RUS,
1964,Skiing,Cross Country Skiing,Men,50KM,FIN,Bronze,,,,,KAZ,
1968,Skiing,Cross Country Skiing,Men,50KM,SUI,Bronze,,,,,GDR,
1972,Skiing,Cross Country Skiing,Men,50KM,URS,Bronze,,,,,EST,
1976,Skiing,Cross Country Skiing,Men,50KM,SWE,Bronze,,,,,GER,
1980,Skiing,Cross Country Skiing,Men,50KM,URS,Bronze,,,,,,
1984,Skiing,Cross Country Skiing,Men,50KM,FIN,Bronze,,,,,,
1988,Skiing,Cross Country Skiing,Men,50KM,SUI,Bronze,,,,,,
1992,Skiing,Cross Country Skiing,Men,50KM,ITA,Bronze,,,,,,
1994,Skiing,Cross Country Skiing,Men,50KM,NOR,Bronze,,,,,,
1998,Skiing,Cross Country Skiing,Men,50KM,AUT,Bronze,,,,,,
2002,Skiing,Cross Country Skiing,Men,50KM,NOR,Bronze,,,,,,
2006,Skiing,Cross Country Skiing,Men,50KM,AUT,Bronze,,,,,,
2010,Skiing,Cross Country Skiing,Men,50KM,SWE,Bronze,,,,,,
2014,Skiing,Cross Country Skiing,Men,50KM,RUS,Bronze,,,,,,
1924,Skiing,Cross Country Skiing,Men,50KM,NOR,Gold,,,,,,
1928,Skiing,Cross Country Skiing,Men,50KM,SWE,Gold,,,,,,
1932,Skiing,Cross Country Skiing,Men,50KM,FIN,Gold,,,,,,
1936,Skiing,Cross Country Skiing,Men,50KM,SWE,Gold,,,,,,
1948,Skiing,Cross Country Skiing,Men,50KM,SWE,Gold,,,,,,
1952,Skiing,Cross Country Skiing,Men,50KM,FIN,Gold,,,,,,
1956,Skiing,Cross Country Skiing,Men,50KM,SWE,Gold,,,,,,
1960,Skiing,Cross Country Skiing,Men,50KM,FIN,Gold,,,,,,
1964,Skiing,Cross Country Skiing,Men,50KM,SWE,Gold,,,,,,
1968,Skiing,Cross Country Skiing,Men,50KM,NOR,Gold,,,,,,
1972,Skiing,Cross Country Skiing,Men,50KM,NOR,Gold,,,,,,
1976,Skiing,Cross Country Skiing,Men,50KM,NOR,Gold,,,,,,
1980,Skiing,Cross Country Skiing,Men,50KM,URS,Gold,,,,,,
1984,Skiing,Cross Country Skiing,Men,50KM,SWE,Gold,,,,,,
1988,Skiing,Cross Country Skiing,Men,50KM,SWE,Gold,,,,,,
1992,Skiing,Cross Country Skiing,Men,50KM,NOR,Gold,,,,,,
1994,Skiing,Cross Country Skiing,Men,50KM,KAZ,Gold,,,,,,
1998,Skiing,Cross Country Skiing,Men,50KM,NOR,Gold,,,,,,
2002,Skiing,Cross Country Skiing,Men,50KM,RUS,Gold,,,,,,
2006,Skiing,Cross Country Skiing,Men,50KM,ITA,Gold,,,,,,
2010,Skiing,Cross Country Skiing,Men,50KM,NOR,Gold,,,,,,
2014,Skiing,Cross Country Skiing,Men,50KM,RUS,Gold,,,,,,
1924,Skiing,Cross Country Skiing,Men,50KM,NOR,Silver,,,,,,
1928,Skiing,Cross Country Skiing,Men,50KM,SWE,Silver,,,,,,
1932,Skiing,Cross Country Skiing,Men,50KM,FIN,Silver,,,,,,
1936,Skiing,Cross Country Skiing,Men,50KM,SWE,Silver,,,,,,
1948,Skiing,Cross Country Skiing,Men,50KM,SWE,Silver,,,,,,
1952,Skiing,Cross Country Skiing,Men,50KM,FIN,Silver,,,,,,
1956,Skiing,Cross Country Skiing,Men,50KM,FIN,Silver,,,,,,
1960,Skiing,Cross Country Skiing,Men,50KM,FIN,Silver,,,,,,
1964,Skiing,Cross Country Skiing,Men,50KM,SWE,Silver,,,,,,
1968,Skiing,Cross Country Skiing,Men,50KM,URS,Silver,,,,,,
1972,Skiing,Cross Country Skiing,Men,50KM,NOR,Silver,,,,,,
1976,Skiing,Cross Country Skiing,Men,50KM,GDR,Silver,,,,,,
1980,Skiing,Cross Country Skiing,Men,50KM,FIN,Silver,,,,,,
1984,Skiing,Cross Country Skiing,Men,50KM,SWE,Silver,,,,,,
1988,Skiing,Cross Country Skiing,Men,50KM,ITA,Silver,,,,,,
1992,Skiing,Cross Country Skiing,Men,50KM,ITA,Silver,,,,,,
1994,Skiing,Cross Country Skiing,Men,50KM,FIN,Silver,,,,,,
1998,Skiing,Cross Country Skiing,Men,50KM,SWE,Silver,,,,,,
2002,Skiing,Cross Country Skiing,Men,50KM,EST,Silver,,,,,,
2006,Skiing,Cross Country Skiing,Men,50KM,RUS,Silver,,,,,,
2010,Skiing,Cross Country Skiing,Men,50KM,GER,Silver,,,,,,
2014,Skiing,Cross Country Skiing,Men,50KM,RUS,Silver,,,,,,
1992,Skiing,Cross Country Skiing,Men,Combined 10KM + 15KM Pursuit,ITA,Bronze,,,,,,
1994,Skiing,Cross Country Skiing,Men,Combined 10KM + 15KM Pursuit,ITA,Bronze,,,,,,
1998,Skiing,Cross Country Skiing,Men,Combined 10KM + 15KM Pursuit,KAZ,Bronze,,,,,,
1992,Skiing,Cross Country Skiing,Men,Combined 10KM + 15KM Pursuit,NOR,Gold,,,,,,
1994,Skiing,Cross Country Skiing,Men,Combined 10KM + 15KM Pursuit,NOR,Gold,,,,,,
1998,Skiing,Cross Country Skiing,Men,Combined 10KM + 15KM Pursuit,NOR,Gold,,,,,,
1992,Skiing,Cross Country Skiing,Men,Combined 10KM + 15KM Pursuit,NOR,Silver,,,,,,
1994,Skiing,Cross Country Skiing,Men,Combined 10KM + 15KM Pursuit,KAZ,Silver,,,,,,
1998,Skiing,Cross Country Skiing,Men,Combined 10KM + 15KM Pursuit,NOR,Silver,,,,,,
2006,Skiing,Cross Country Skiing,Men,Combined 15 + 15KM Mass Start,ITA,Bronze,,,,,,
2010,Skiing,Cross Country Skiing,Men,Combined 15 + 15KM Mass Start,SWE,Bronze,,,,,,
2006,Skiing,Cross Country Skiing,Men,Combined 15 + 15KM Mass Start,RUS,Gold,,,,,,
2010,Skiing,Cross Country Skiing,Men,Combined 15 + 15KM Mass Start,SWE,Gold,,,,,,
2006,Skiing,Cross Country Skiing,Men,Combined 15 + 15KM Mass Start,NOR,Silver,,,,,,
2010,Skiing,Cross Country Skiing,Men,Combined 15 + 15KM Mass Start,GER,Silver,,,,,,
2014,Skiing,Cross Country Skiing,Men,Combined 15+15K,NOR,Bronze,,,,,NOR,
2014,Skiing,Cross Country Skiing,Men,Combined 15+15K,SUI,Gold,,,,,SUI,
2014,Skiing,Cross Country Skiing,Men,Combined 15+15K,SWE,Silver,,,,,SWE,
2002,Skiing,Cross Country Skiing,Men,Sprint 1.5KM,ITA,Bronze,,,,,ITA,
2006,Skiing,Cross Country Skiing,Men,Sprint 1.5KM,SWE,Bronze,,,,,SWE,
2010,Skiing,Cross Country Skiing,Men,Sprint 1.5KM,NOR,Bronze,,,,,NOR,
2014,Skiing,Cross Country Skiing,Men,Sprint 1.5KM,SWE,Bronze,,,,,RUS,
2002,Skiing,Cross Country Skiing,Men,Sprint 1.5KM,NOR,Gold,,,,,GER,
2006,Skiing,Cross Country Skiing,Men,Sprint 1.5KM,SWE,Gold,,,,,FRA,
2010,Skiing,Cross Country Skiing,Men,Sprint 1.5KM,RUS,Gold,,,,,,
2014,Skiing,Cross Country Skiing,Men,Sprint 1.5KM,NOR,Gold,,,,,,
2002,Skiing,Cross Country Skiing,Men,Sprint 1.5KM,GER,Silver,,,,,,
2006,Skiing,Cross Country Skiing,Men,Sprint 1.5KM,FRA,Silver,,,,,,
2010,Skiing,Cross Country Skiing,Men,Sprint 1.5KM,RUS,Silver,,,,,,
2014,Skiing,Cross Country Skiing,Men,Sprint 1.5KM,SWE,Silver,,,,,,
2006,Skiing,Cross Country Skiing,Men,Team Sprint,RUS,Bronze,,,,,RUS,
2010,Skiing,Cross Country Skiing,Men,Team Sprint,RUS,Bronze,,,,,SWE,
2014,Skiing,Cross Country Skiing,Men,Team Sprint,SWE,Bronze,,,,,NOR,
2006,Skiing,Cross Country Skiing,Men,Team Sprint,SWE,Gold,,,,,FIN,
2010,Skiing,Cross Country Skiing,Men,Team Sprint,NOR,Gold,,,,,GER,
2014,Skiing,Cross Country Skiing,Men,Team Sprint,FIN,Gold,,,,,,
2006,Skiing,Cross Country Skiing,Men,Team Sprint,NOR,Silver,,,,,,
2010,Skiing,Cross Country Skiing,Men,Team Sprint,GER,Silver,,,,,,
2014,Skiing,Cross Country Skiing,Men,Team Sprint,RUS,Silver,,,,,,
1952,Skiing,Cross Country Skiing,Women,10KM,FIN,Bronze,,,,,FIN,
1956,Skiing,Cross Country Skiing,Women,10KM,SWE,Bronze,,,,,SWE,
1960,Skiing,Cross Country Skiing,Women,10KM,URS,Bronze,,,,,URS,
1964,Skiing,Cross Country Skiing,Women,10KM,URS,Bronze,,,,,NOR,
1968,Skiing,Cross Country Skiing,Women,10KM,NOR,Bronze,,,,,ITA,
1972,Skiing,Cross Country Skiing,Women,10KM,FIN,Bronze,,,,,GDR,
1976,Skiing,Cross Country Skiing,Women,10KM,URS,Bronze,,,,,EST,
1980,Skiing,Cross Country Skiing,Women,10KM,FIN,Bronze,,,,,POL,
1984,Skiing,Cross Country Skiing,Women,10KM,NOR,Bronze,,,,,RUS,
1988,Skiing,Cross Country Skiing,Women,10KM,FIN,Bronze,,,,,,
2002,Skiing,Cross Country Skiing,Women,10KM,ITA,Bronze,,,,,,
2006,Skiing,Cross Country Skiing,Women,10KM,NOR,Bronze,,,,,,
2010,Skiing,Cross Country Skiing,Women,10KM,NOR,Bronze,,,,,,
2014,Skiing,Cross Country Skiing,Women,10KM,NOR,Bronze,,,,,,
1952,Skiing,Cross Country Skiing,Women,10KM,FIN,Gold,,,,,,
1956,Skiing,Cross Country Skiing,Women,10KM,URS,Gold,,,,,,
1960,Skiing,Cross Country Skiing,Women,10KM,URS,Gold,,,,,,
1964,Skiing,Cross Country Skiing,Women,10KM,URS,Gold,,,,,,
1968,Skiing,Cross Country Skiing,Women,10KM,SWE,Gold,,,,,,
1972,Skiing,Cross Country Skiing,Women,10KM,URS,Gold,,,,,,
1976,Skiing,Cross Country Skiing,Women,10KM,URS,Gold,,,,,,
1980,Skiing,Cross Country Skiing,Women,10KM,GDR,Gold,,,,,,
1984,Skiing,Cross Country Skiing,Women,10KM,FIN,Gold,,,,,,
1988,Skiing,Cross Country Skiing,Women,10KM,URS,Gold,,,,,,
2002,Skiing,Cross Country Skiing,Women,10KM,NOR,Gold,,,,,,
2006,Skiing,Cross Country Skiing,Women,10KM,EST,Gold,,,,,,
2010,Skiing,Cross Country Skiing,Women,10KM,SWE,Gold,,,,,,
2014,Skiing,Cross Country Skiing,Women,10KM,POL,Gold,,,,,,
1952,Skiing,Cross Country Skiing,Women,10KM,FIN,Silver,,,,,,
1956,Skiing,Cross Country Skiing,Women,10KM,URS,Silver,,,,,,
1960,Skiing,Cross Country Skiing,Women,10KM,URS,Silver,,,,,,
1964,Skiing,Cross Country Skiing,Women,10KM,URS,Silver,,,,,,
1968,Skiing,Cross Country Skiing,Women,10KM,NOR,Silver,,,,,,
1972,Skiing,Cross Country Skiing,Women,10KM,URS,Silver,,,,,,
1976,Skiing,Cross Country Skiing,Women,10KM,FIN,Silver,,,,,,
1980,Skiing,Cross Country Skiing,Women,10KM,FIN,Silver,,,,,,
1984,Skiing,Cross Country Skiing,Women,10KM,URS,Silver,,,,,,
1988,Skiing,Cross Country Skiing,Women,10KM,URS,Silver,,,,,,
2002,Skiing,Cross Country Skiing,Women,10KM,RUS,Silver,,,,,,
2006,Skiing,Cross Country Skiing,Women,10KM,NOR,Silver,,,,,,
2010,Skiing,Cross Country Skiing,Women,10KM,EST,Silver,,,,,,
2014,Skiing,Cross Country Skiing,Women,10KM,SWE,Silver,,,,,,
1992,Skiing,Cross Country Skiing,Women,15KM Mass Start,EUN,Bronze,,,,,,
1994,Skiing,Cross Country Skiing,Women,15KM Mass Start,RUS,Bronze,,,,,,
1998,Skiing,Cross Country Skiing,Women,15KM Mass Start,NOR,Bronze,,,,,,
2002,Skiing,Cross Country Skiing,Women,15KM Mass Start,RUS,Bronze,,,,,,
1992,Skiing,Cross Country Skiing,Women,15KM Mass Start,EUN,Gold,,,,,,
1994,Skiing,Cross Country Skiing,Women,15KM Mass Start,ITA,Gold,,,,,,
1998,Skiing,Cross Country Skiing,Women,15KM Mass Start,RUS,Gold,,,,,,
2002,Skiing,Cross Country Skiing,Women,15KM Mass Start,ITA,Gold,,,,,,
1992,Skiing,Cross Country Skiing,Women,15KM Mass Start,FIN,Silver,,,,,,
1994,Skiing,Cross Country Skiing,Women,15KM Mass Start,RUS,Silver,,,,,,
1998,Skiing,Cross Country Skiing,Women,15KM Mass Start,RUS,Silver,,,,,,
2002,Skiing,Cross Country Skiing,Women,15KM Mass Start,CZE,Silver,,,,,,
1984,Skiing,Cross Country Skiing,Women,20KM,NOR,Bronze,,,,,,
1988,Skiing,Cross Country Skiing,Women,20KM,URS,Bronze,,,,,,
1984,Skiing,Cross Country Skiing,Women,20KM,FIN,Gold,,,,,,
1988,Skiing,Cross Country Skiing,Women,20KM,URS,Gold,,,,,,
1984,Skiing,Cross Country Skiing,Women,20KM,URS,Silver,,,,,,
1988,Skiing,Cross Country Skiing,Women,20KM,URS,Silver,,,,,,
1992,Skiing,Cross Country Skiing,Women,30KM,EUN,Bronze,,,,,EUN,
1994,Skiing,Cross Country Skiing,Women,30KM,FIN,Bronze,,,,,FIN,
1998,Skiing,Cross Country Skiing,Women,30KM,RUS,Bronze,,,,,RUS,
2002,Skiing,Cross Country Skiing,Women,30KM,NOR,Bronze,,,,,NOR,
2006,Skiing,Cross Country Skiing,Women,30KM,POL,Bronze,,,,,POL,
2010,Skiing,Cross Country Skiing,Women,30KM,FIN,Bronze,,,,,ITA,
2014,Skiing,Cross Country Skiing,Women,30KM,NOR,Bronze,,,,,CZE,
1992,Skiing,Cross Country Skiing,Women,30KM,ITA,Gold,,,,,,
1994,Skiing,Cross Country Skiing,Women,30KM,ITA,Gold,,,,,,
1998,Skiing,Cross Country Skiing,Women,30KM,RUS,Gold,,,,,,
2002,Skiing,Cross Country Skiing,Women,30KM,ITA,Gold,,,,,,
2006,Skiing,Cross Country Skiing,Women,30KM,CZE,Gold,,,,,,
2010,Skiing,Cross Country Skiing,Women,30KM,POL,Gold,,,,,,
2014,Skiing,Cross Country Skiing,Women,30KM,NOR,Gold,,,,,,
1992,Skiing,Cross Country Skiing,Women,30KM,EUN,Silver,,,,,,
1994,Skiing,Cross Country Skiing,Women,30KM,NOR,Silver,,,,,,
1998,Skiing,Cross Country Skiing,Women,30KM,ITA,Silver,,,,,,
2002,Skiing,Cross Country Skiing,Women,30KM,ITA,Silver,,,,,,
2006,Skiing,Cross Country Skiing,Women,30KM,RUS,Silver,,,,,,
2010,Skiing,Cross Country Skiing,Women,30KM,NOR,Silver,,,,,,
2014,Skiing,Cross Country Skiing,Women,30KM,NOR,Silver,,,,,,
1956,Skiing,Cross Country Skiing,Women,3X5KM Relay,SWE,Bronze,,,,,,
1960,Skiing,Cross Country Skiing,Women,3X5KM Relay,FIN,Bronze,,,,,,
1964,Skiing,Cross Country Skiing,Women,3X5KM Relay,FIN,Bronze,,,,,,
1968,Skiing,Cross Country Skiing,Women,3X5KM Relay,URS,Bronze,,,,,,
1972,Skiing,Cross Country Skiing,Women,3X5KM Relay,NOR,Bronze,,,,,,
1956,Skiing,Cross Country Skiing,Women,3X5KM Relay,FIN,Gold,,,,,,
1960,Skiing,Cross Country Skiing,Women,3X5KM Relay,SWE,Gold,,,,,,
1964,Skiing,Cross Country Skiing,Women,3X5KM Relay,URS,Gold,,,,,,
1968,Skiing,Cross Country Skiing,Women,3X5KM Relay,NOR,Gold,,,,,,
1972,Skiing,Cross Country Skiing,Women,3X5KM Relay,URS,Gold,,,,,,
1956,Skiing,Cross Country Skiing,Women,3X5KM Relay,URS,Silver,,,,,,
1960,Skiing,Cross Country Skiing,Women,3X5KM Relay,URS,Silver,,,,,,
1964,Skiing,Cross Country Skiing,Women,3X5KM Relay,SWE,Silver,,,,,,
1968,Skiing,Cross Country Skiing,Women,3X5KM Relay,SWE,Silver,,,,,,
1972,Skiing,Cross Country Skiing,Women,3X5KM Relay,FIN,Silver,,,,,,
1976,Skiing,Cross Country Skiing,Women,4X5KM Relay,GDR,Bronze,,,,,GDR,
1980,Skiing,Cross Country Skiing,Women,4X5KM Relay,NOR,Bronze,,,,,NOR,
1984,Skiing,Cross Country Skiing,Women,4X5KM Relay,FIN,Bronze,,,,,FIN,
1988,Skiing,Cross Country Skiing,Women,4X5KM Relay,FIN,Bronze,,,,,ITA,
1992,Skiing,Cross Country Skiing,Women,4X5KM Relay,ITA,Bronze,,,,,SUI,
1994,Skiing,Cross Country Skiing,Women,4X5KM Relay,ITA,Bronze,,,,,GER,
1998,Skiing,Cross Country Skiing,Women,4X5KM Relay,ITA,Bronze,,,,,URS,
2002,Skiing,Cross Country Skiing,Women,4X5KM Relay,SUI,Bronze,,,,,EUN,
2006,Skiing,Cross Country Skiing,Women,4X5KM Relay,ITA,Bronze,,,,,RUS,
2010,Skiing,Cross Country Skiing,Women,4X5KM Relay,FIN,Bronze,,,,,SWE,
2014,Skiing,Cross Country Skiing,Women,4X5KM Relay,GER,Bronze,,,,,TCH,
1976,Skiing,Cross Country Skiing,Women,4X5KM Relay,URS,Gold,,,,,,
1980,Skiing,Cross Country Skiing,Women,4X5KM Relay,GDR,Gold,,,,,,
1984,Skiing,Cross Country Skiing,Women,4X5KM Relay,NOR,Gold,,,,,,
1988,Skiing,Cross Country Skiing,Women,4X5KM Relay,URS,Gold,,,,,,
1992,Skiing,Cross Country Skiing,Women,4X5KM Relay,EUN,Gold,,,,,,
1994,Skiing,Cross Country Skiing,Women,4X5KM Relay,RUS,Gold,,,,,,
1998,Skiing,Cross Country Skiing,Women,4X5KM Relay,RUS,Gold,,,,,,
2002,Skiing,Cross Country Skiing,Women,4X5KM Relay,GER,Gold,,,,,,
2006,Skiing,Cross Country Skiing,Women,4X5KM Relay,RUS,Gold,,,,,,
2010,Skiing,Cross Country Skiing,Women,4X5KM Relay,NOR,Gold,,,,,,
2014,Skiing,Cross Country Skiing,Women,4X5KM Relay,SWE,Gold,,,,,,
1976,Skiing,Cross Country Skiing,Women,4X5KM Relay,FIN,Silver,,,,,,
1980,Skiing,Cross Country Skiing,Women,4X5KM Relay,URS,Silver,,,,,,
1984,Skiing,Cross Country Skiing,Women,4X5KM Relay,TCH,Silver,,,,,,
1988,Skiing,Cross Country Skiing,Women,4X5KM Relay,NOR,Silver,,,,,,
1992,Skiing,Cross Country Skiing,Women,4X5KM Relay,NOR,Silver,,,,,,
1994,Skiing,Cross Country Skiing,Women,4X5KM Relay,NOR,Silver,,,,,,
1998,Skiing,Cross Country Skiing,Women,4X5KM Relay,NOR,Silver,,,,,,
2002,Skiing,Cross Country Skiing,Women,4X5KM Relay,NOR,Silver,,,,,,
2006,Skiing,Cross Country Skiing,Women,4X5KM Relay,GER,Silver,,,,,,
2010,Skiing,Cross Country Skiing,Women,4X5KM Relay,GER,Silver,,,,,,
2014,Skiing,Cross Country Skiing,Women,4X5KM Relay,FIN,Silver,,,,,,
1964,Skiing,Cross Country Skiing,Women,5KM,URS,Bronze,,,,,,
1968,Skiing,Cross Country Skiing,Women,5KM,URS,Bronze,,,,,,
1972,Skiing,Cross Country Skiing,Women,5KM,TCH,Bronze,,,,,,
1976,Skiing,Cross Country Skiing,Women,5KM,URS,Bronze,,,,,,
1980,Skiing,Cross Country Skiing,Women,5KM,TCH,Bronze,,,,,,
1984,Skiing,Cross Country Skiing,Women,5KM,TCH,Bronze,,,,,,
1988,Skiing,Cross Country Skiing,Women,5KM,URS,Bronze,,,,,,
1992,Skiing,Cross Country Skiing,Women,5KM,EUN,Bronze,,,,,,
1994,Skiing,Cross Country Skiing,Women,5KM,FIN,Bronze,,,,,,
1998,Skiing,Cross Country Skiing,Women,5KM,NOR,Bronze,,,,,,
1964,Skiing,Cross Country Skiing,Women,5KM,URS,Gold,,,,,,
1968,Skiing,Cross Country Skiing,Women,5KM,SWE,Gold,,,,,,
1972,Skiing,Cross Country Skiing,Women,5KM,URS,Gold,,,,,,
1976,Skiing,Cross Country Skiing,Women,5KM,FIN,Gold,,,,,,
1980,Skiing,Cross Country Skiing,Women,5KM,URS,Gold,,,,,,
1984,Skiing,Cross Country Skiing,Women,5KM,FIN,Gold,,,,,,
1988,Skiing,Cross Country Skiing,Women,5KM,FIN,Gold,,,,,,
1992,Skiing,Cross Country Skiing,Women,5KM,FIN,Gold,,,,,,
1994,Skiing,Cross Country Skiing,Women,5KM,RUS,Gold,,,,,,
1998,Skiing,Cross Country Skiing,Women,5KM,RUS,Gold,,,,,,
1964,Skiing,Cross Country Skiing,Women,5KM,FIN,Silver,,,,,,
1968,Skiing,Cross Country Skiing,Women,5KM,URS,Silver,,,,,,
1972,Skiing,Cross Country Skiing,Women,5KM,FIN,Silver,,,,,,
1976,Skiing,Cross Country Skiing,Women,5KM,URS,Silver,,,,,,
1980,Skiing,Cross Country Skiing,Women,5KM,FIN,Silver,,,,,,
1984,Skiing,Cross Country Skiing,Women,5KM,NOR,Silver,,,,,,
1988,Skiing,Cross Country Skiing,Women,5KM,URS,Silver,,,,,,
1992,Skiing,Cross Country Skiing,Women,5KM,EUN,Silver,,,,,,
1994,Skiing,Cross Country Skiing,Women,5KM,ITA,Silver,,,,,,
1998,Skiing,Cross Country Skiing,Women,5KM,CZE,Silver,,,,,,
2002,Skiing,Cross Country Skiing,Women,5Km Pursuit,GER,Bronze,,,,,,
2002,Skiing,Cross Country Skiing,Women,5Km Pursuit,CAN,Gold,,,,,,
2002,Skiing,Cross Country Skiing,Women,5Km Pursuit,CZE,Silver,,,,,,
1992,Skiing,Cross Country Skiing,Women,Combined 5KM + 10KM Pursuit,EUN,Bronze,,,,,,
1994,Skiing,Cross Country Skiing,Women,Combined 5KM + 10KM Pursuit,ITA,Bronze,,,,,,
1998,Skiing,Cross Country Skiing,Women,Combined 5KM + 10KM Pursuit,CZE,Bronze,,,,,,
1992,Skiing,Cross Country Skiing,Women,Combined 5KM + 10KM Pursuit,EUN,Gold,,,,,,
1994,Skiing,Cross Country Skiing,Women,Combined 5KM + 10KM Pursuit,RUS,Gold,,,,,,
1998,Skiing,Cross Country Skiing,Women,Combined 5KM + 10KM Pursuit,RUS,Gold,,,,,,
1992,Skiing,Cross Country Skiing,Women,Combined 5KM + 10KM Pursuit,ITA,Silver,,,,,,
1994,Skiing,Cross Country Skiing,Women,Combined 5KM + 10KM Pursuit,ITA,Silver,,,,,,
1998,Skiing,Cross Country Skiing,Women,Combined 5KM + 10KM Pursuit,RUS,Silver,,,,,,
2006,Skiing,Cross Country Skiing,Women,Combined 7.5 + 7.5Km Mass Start,RUS,Bronze,,,,,,
2010,Skiing,Cross Country Skiing,Women,Combined 7.5 + 7.5Km Mass Start,POL,Bronze,,,,,,
2006,Skiing,Cross Country Skiing,Women,Combined 7.5 + 7.5Km Mass Start,EST,Gold,,,,,,
2010,Skiing,Cross Country Skiing,Women,Combined 7.5 + 7.5Km Mass Start,NOR,Gold,,,,,,
2006,Skiing,Cross Country Skiing,Women,Combined 7.5 + 7.5Km Mass Start,CZE,Silver,,,,,,
2010,Skiing,Cross Country Skiing,Women,Combined 7.5 + 7.5Km Mass Start,SWE,Silver,,,,,,
2014,Skiing,Cross Country Skiing,Women,Combined7.5+7.5,NOR,Bronze,,,,,NOR,
2014,Skiing,Cross Country Skiing,Women,Combined7.5+7.5,NOR,Gold,,,,,NOR,
2014,Skiing,Cross Country Skiing,Women,Combined7.5+7.5,SWE,Silver,,,,,SWE,
2002,Skiing,Cross Country Skiing,Women,Sprint 1.5KM,NOR,Bronze,,,,,NOR,
2006,Skiing,Cross Country Skiing,Women,Sprint 1.5KM,RUS,Bronze,,,,,RUS,
2010,Skiing,Cross Country Skiing,Women,Sprint 1.5KM,SLO,Bronze,,,,,SLO,
2014,Skiing,Cross Country Skiing,Women,Sprint 1.5KM,SLO,Bronze,,,,,CAN,
2002,Skiing,Cross Country Skiing,Women,Sprint 1.5KM,RUS,Gold,,,,,GER,
2006,Skiing,Cross Country Skiing,Women,Sprint 1.5KM,CAN,Gold,,,,,POL,
2010,Skiing,Cross Country Skiing,Women,Sprint 1.5KM,NOR,Gold,,,,,,
2014,Skiing,Cross Country Skiing,Women,Sprint 1.5KM,NOR,Gold,,,,,,
2002,Skiing,Cross Country Skiing,Women,Sprint 1.5KM,GER,Silver,,,,,,
2006,Skiing,Cross Country Skiing,Women,Sprint 1.5KM,GER,Silver,,,,,,
2010,Skiing,Cross Country Skiing,Women,Sprint 1.5KM,POL,Silver,,,,,,
2014,Skiing,Cross Country Skiing,Women,Sprint 1.5KM,NOR,Silver,,,,,,
2006,Skiing,Cross Country Skiing,Women,Team Sprint,FIN,Bronze,,,,,FIN,
2010,Skiing,Cross Country Skiing,Women,Team Sprint,RUS,Bronze,,,,,RUS,
2014,Skiing,Cross Country Skiing,Women,Team Sprint,SWE,Bronze,,,,,SWE,
2006,Skiing,Cross Country Skiing,Women,Team Sprint,SWE,Gold,,,,,GER,
2010,Skiing,Cross Country Skiing,Women,Team Sprint,GER,Gold,,,,,NOR,
2014,Skiing,Cross Country Skiing,Women,Team Sprint,NOR,Gold,,,,,CAN,
2006,Skiing,Cross Country Skiing,Women,Team Sprint,CAN,Silver,,,,,,
2010,Skiing,Cross Country Skiing,Women,Team Sprint,SWE,Silver,,,,,,
2014,Skiing,Cross Country Skiing,Women,Team Sprint,FIN,Silver,,,,,,
1994,Skiing,Freestyle Skiing,Men,Aerials,CAN,Bronze,,,,,CAN,
1998,Skiing,Freestyle Skiing,Men,Aerials,BLR,Bronze,,,,,BLR,
2002,Skiing,Freestyle Skiing,Men,Aerials,BLR,Bronze,,,,,RUS,
2006,Skiing,Freestyle Skiing,Men,Aerials,RUS,Bronze,,,,,CHN,
2010,Skiing,Freestyle Skiing,Men,Aerials,CHN,Bronze,,,,,SUI,
2014,Skiing,Freestyle Skiing,Men,Aerials,CHN,Bronze,,,,,USA,
1994,Skiing,Freestyle Skiing,Men,Aerials,SUI,Gold,,,,,CZE,
1998,Skiing,Freestyle Skiing,Men,Aerials,USA,Gold,,,,,FRA,
2002,Skiing,Freestyle Skiing,Men,Aerials,CZE,Gold,,,,,AUS,
2006,Skiing,Freestyle Skiing,Men,Aerials,CHN,Gold,,,,,,
2010,Skiing,Freestyle Skiing,Men,Aerials,BLR,Gold,,,,,,
2014,Skiing,Freestyle Skiing,Men,Aerials,BLR,Gold,,,,,,
1994,Skiing,Freestyle Skiing,Men,Aerials,CAN,Silver,,,,,,
1998,Skiing,Freestyle Skiing,Men,Aerials,FRA,Silver,,,,,,
2002,Skiing,Freestyle Skiing,Men,Aerials,USA,Silver,,,,,,
2006,Skiing,Freestyle Skiing,Men,Aerials,BLR,Silver,,,,,,
2010,Skiing,Freestyle Skiing,Men,Aerials,USA,Silver,,,,,,
2014,Skiing,Freestyle Skiing,Men,Aerials,AUS,Silver,,,,,,
1992,Skiing,Freestyle Skiing,Men,Moguls,USA,Bronze,,,,,USA,
1994,Skiing,Freestyle Skiing,Men,Moguls,FRA,Bronze,,,,,FRA,
1998,Skiing,Freestyle Skiing,Men,Moguls,FIN,Bronze,,,,,FIN,
